vessel_id,vessel_type,vessel_name,dwt,displacement,length_pp,beam,mcr_kw,speed_knots,draft_ratio,wave_height_m,wind_speed_kmh,wind_angle_deg,calm_power_kw,wave_power_kw,wind_power_kw,total_power_kw,engine_load_pct,sfoc_g_kwh,fuel_burn_mt_per_day,corridor
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.48,0.988,0.7,17.88,9.7,18323.3,23.2,8.7,18355.2,101.97,187.26,82.491,Ras Tanura Terminal
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.29,0.83,2.01,36.06,155.1,31012.1,67.5,-32.6,18900.0,105.0,186.1,84.416,Bab-el-Mandeb Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.32,0.91,0.74,20.55,59.0,22060.6,33.8,9.3,22103.6,100.47,181.46,96.263,Laccadive Sea / Arabian Basin
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.36,0.962,0.62,20.46,16.5,17533.5,18.1,11.1,17562.6,97.57,179.91,75.835,Laccadive Sea / Arabian Basin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.04,0.985,3.81,41.0,26.8,16679.2,438.6,26.7,14700.0,105.0,186.95,65.957,South China Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.19,0.994,0.5,4.83,51.8,107797.2,24.1,0.5,60900.0,105.0,180.79,264.247,Malacca Strait Central
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.85,0.727,1.39,30.96,155.2,30118.5,42.8,-30.3,30131.0,51.95,184.73,133.585,Gulf of Suez
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,10.98,0.874,3.49,47.07,135.9,15341.9,291.9,-68.0,15565.8,70.75,170.79,63.805,South China Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.71,0.758,0.44,13.06,80.8,42133.8,13.0,1.2,23100.0,105.0,186.43,103.359,Strait of Hormuz
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,10.91,0.983,1.72,24.28,154.3,9755.1,22.3,-9.4,9767.9,69.77,178.85,41.929,Cape Comorin
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.9,0.694,4.48,57.61,132.9,42137.7,726.2,-96.5,23100.0,105.0,189.13,104.851,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.64,0.858,1.43,27.48,102.9,58871.2,176.2,-12.1,33600.0,105.0,183.89,148.285,Rotterdam Approaches
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.47,0.808,0.65,10.81,148.1,101866.8,15.0,-3.5,60900.0,105.0,182.87,267.29,Cape Finisterre Atlantic
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.7,0.878,2.5,57.67,178.0,41456.3,100.5,-91.7,18900.0,105.0,185.91,84.329,South China Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.68,0.682,1.88,26.35,84.6,48286.2,239.0,2.8,23100.0,105.0,185.78,102.996,Sri Lanka Dondra Head
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.02,0.669,0.34,5.37,157.0,21409.4,1.2,-0.5,14700.0,105.0,188.62,66.545,Malacca Strait Central
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.61,0.78,0.68,13.76,87.9,41873.4,28.2,0.3,23100.0,105.0,190.03,105.355,Laccadive Sea / Arabian Basin
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.1,0.742,0.35,6.29,19.1,11277.6,5.1,1.0,11283.7,62.69,176.43,47.778,Goa Coast
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.78,0.81,0.36,6.78,82.8,39184.1,12.1,0.4,33600.0,105.0,182.51,147.175,Malacca Strait Central
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.14,0.76,1.38,27.19,59.8,18821.6,52.9,6.6,14700.0,105.0,188.64,66.551,Rotterdam Approaches
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.0,0.656,1.93,34.5,139.1,46269.0,193.7,-64.4,33600.0,105.0,187.35,151.083,Central Arabian Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.28,0.745,0.85,18.54,43.8,26846.9,48.8,8.6,26904.3,46.39,195.28,126.093,JNPT Mumbai Approaches
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.06,0.662,2.6,34.63,170.6,42527.4,170.8,-50.6,23100.0,105.0,186.04,103.142,Central Arabian Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.61,0.755,0.45,7.59,4.2,25298.3,7.5,1.0,14700.0,105.0,190.93,67.359,Goa Coast
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.66,0.771,0.47,5.07,159.9,10168.5,2.5,-0.7,10170.3,56.5,186.56,45.537,Malacca Strait Central
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.36,0.901,0.73,19.61,169.3,31506.4,5.5,-6.7,14700.0,105.0,187.28,66.071,Laccadive Sea / Arabian Basin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.64,0.812,0.43,7.39,54.1,13869.7,4.8,0.6,13875.0,99.11,186.75,62.188,Goa Coast
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.25,0.885,0.79,20.01,89.0,38316.5,24.8,0.2,18900.0,105.0,192.45,87.294,Laccadive Sea / Arabian Basin
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.64,0.982,0.37,7.25,44.4,25885.1,14.3,2.7,25902.1,80.94,173.01,107.551,Shanghai Wusong
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.05,0.891,0.44,7.47,19.0,53447.9,29.1,3.8,33600.0,105.0,184.0,148.378,Goa Coast
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.7,0.674,0.67,11.36,45.1,20386.6,21.1,2.5,18900.0,105.0,192.26,87.209,Ras Tanura Terminal
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.22,0.844,0.67,19.5,71.2,29800.2,13.3,2.2,14700.0,105.0,188.54,66.517,Gulf of Oman
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,15.9,0.965,2.09,38.29,163.6,29906.4,44.3,-25.0,14700.0,105.0,193.13,68.135,Suez Canal Transit
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.52,0.876,0.36,7.91,83.2,47535.8,12.5,0.5,33600.0,105.0,186.41,150.317,Singapore Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.67,0.697,0.43,5.69,158.7,61544.7,5.2,-1.0,60900.0,105.0,186.68,272.854,Goa Coast
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.83,0.73,0.41,4.87,165.4,45088.8,3.9,-0.8,45091.9,77.74,165.0,178.562,Malacca Strait Central
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,17.42,0.917,0.34,11.75,48.8,62637.1,10.7,3.9,23100.0,105.0,185.2,102.674,Strait of Hormuz
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.44,0.65,0.51,12.6,22.2,15053.6,12.2,4.1,15069.8,83.72,168.65,60.995,Strait of Hormuz
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.13,0.878,0.51,8.01,77.4,30811.2,10.7,0.4,18900.0,105.0,187.95,85.256,Northern Red Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.79,0.834,0.51,2.66,40.9,32873.5,9.5,0.1,14700.0,105.0,188.47,66.491,Malta Channel
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.21,0.931,0.41,8.3,11.7,27502.0,13.2,2.9,23100.0,105.0,187.79,104.113,Northern Red Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.58,0.889,0.35,5.23,136.0,44192.2,4.2,-0.8,23100.0,105.0,186.97,103.658,Malacca Strait Central
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.54,0.748,1.58,20.8,109.4,44524.5,186.1,-10.3,33600.0,105.0,181.8,146.605,Strait of Gibraltar
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,16.78,0.855,1.42,21.7,121.9,41477.4,55.6,-6.9,18900.0,105.0,188.22,85.376,Bay of Biscay
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,18.57,0.695,0.32,10.89,99.9,71273.5,6.0,-0.7,60900.0,105.0,183.56,268.291,Singapore Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.45,0.91,0.84,16.79,170.7,30515.9,13.6,-9.7,30519.8,52.62,183.54,134.441,Gulf of Oman
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.66,0.74,0.5,10.16,176.7,116157.4,7.8,-3.6,60900.0,105.0,181.72,265.604,Northern Red Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.89,0.998,2.53,31.04,21.2,20262.4,209.0,16.0,14700.0,105.0,193.47,68.256,Eastern Mediterranean
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.16,0.88,0.43,3.75,174.5,12368.4,2.0,-0.4,12370.1,68.72,172.74,51.284,Western Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.11,0.777,0.47,7.42,16.7,37887.1,20.6,2.3,23100.0,105.0,193.51,107.28,Southern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.54,0.978,2.44,38.66,153.5,50401.0,255.7,-95.7,33600.0,105.0,190.8,153.865,South China Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.3,0.973,2.48,31.73,161.2,32379.9,65.6,-16.9,14700.0,105.0,190.92,67.356,Eastern Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.69,0.674,1.09,16.56,55.4,16518.1,71.1,6.7,16595.9,75.44,166.64,66.374,Gulf of Oman
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.26,0.88,0.75,12.15,107.5,16577.7,19.7,-1.9,16595.5,75.43,166.4,66.276,Ras Tanura Terminal
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.72,0.75,0.4,8.47,176.7,27934.3,3.3,-3.1,23100.0,105.0,187.52,103.96,Strait of Hormuz
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,17.85,0.783,1.71,32.3,49.7,66676.4,253.8,23.5,60900.0,105.0,190.66,278.669,Suez Canal Transit
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.41,0.677,0.49,7.88,122.1,26548.4,7.8,-1.1,26555.1,45.78,193.29,123.186,Southern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.83,0.786,2.3,35.49,130.6,24465.7,243.3,-58.6,24650.4,77.03,169.98,100.561,Central Arabian Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,18.64,0.757,3.93,49.33,9.2,74719.8,1613.4,83.6,60900.0,105.0,185.81,271.584,English Channel East
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.82,0.751,1.08,16.31,166.1,10966.7,8.7,-4.6,10970.9,78.36,176.81,46.553,Gulf of Oman
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.19,0.885,0.5,2.85,110.4,20392.2,4.3,-0.1,14700.0,105.0,189.34,66.8,Malta Channel
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.04,0.756,1.01,21.63,147.8,14521.6,14.6,-10.9,14525.3,80.7,170.72,59.513,Rotterdam Approaches
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.36,0.908,1.5,21.49,82.1,57223.4,239.5,4.5,33600.0,105.0,185.06,149.235,Rotterdam Approaches
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.87,0.9,0.44,10.44,48.9,11571.3,7.1,2.0,11580.3,64.34,171.76,47.736,Singapore Strait
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.94,0.922,0.5,11.3,34.2,35360.8,9.5,1.9,14700.0,105.0,194.19,68.511,Strait of Hormuz
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.29,0.745,2.54,47.98,31.9,24115.7,335.5,53.9,18900.0,105.0,191.37,86.807,Eastern Mediterranean
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.29,0.71,0.41,12.4,155.8,23646.6,2.7,-3.9,18900.0,105.0,188.34,85.433,Cape Finisterre Atlantic
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.19,0.669,0.44,10.66,21.9,22568.1,10.4,2.9,18900.0,105.0,187.02,84.832,Northern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.3,0.837,0.39,6.28,161.5,101012.0,4.8,-1.3,60900.0,105.0,177.99,260.145,Southern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.0,0.947,1.44,22.76,74.4,35461.7,199.1,10.0,33600.0,105.0,183.25,147.773,Strait of Gibraltar
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,16.25,0.859,0.49,9.95,157.3,66050.5,10.9,-6.5,33600.0,105.0,189.44,152.763,Singapore Strait
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.28,0.656,0.44,5.13,179.0,28009.8,2.8,-0.7,18900.0,105.0,187.51,85.055,Western Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.5,0.672,0.53,11.51,144.2,28469.7,3.6,-1.9,14700.0,105.0,185.97,65.611,Strait of Hormuz
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,13.52,0.961,0.39,5.34,117.0,18367.2,2.2,-0.2,14700.0,105.0,188.32,66.439,Southern Red Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.04,0.889,0.44,11.92,7.9,43342.5,27.0,10.1,33600.0,105.0,182.94,147.526,Strait of Hormuz
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.87,0.823,0.54,7.56,42.2,34544.1,16.0,1.2,18900.0,105.0,187.01,84.828,Northern Red Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,16.75,0.764,0.68,20.23,29.1,54463.0,41.5,12.4,54517.0,93.99,173.11,226.498,JNPT Mumbai Approaches
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.32,0.932,0.52,7.17,42.3,37803.4,33.0,2.7,33600.0,105.0,182.81,147.422,Shanghai Wusong
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.0,0.709,1.16,25.93,15.0,31078.8,176.3,46.4,31301.6,97.82,180.48,135.586,Bay of Biscay
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.81,0.79,2.24,35.17,112.4,48173.0,365.7,-33.7,33600.0,105.0,187.39,151.109,Central Arabian Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.69,0.706,1.09,20.2,148.5,21562.3,28.1,-14.9,21575.6,98.07,175.22,90.729,Gulf of Oman
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.17,0.991,1.73,48.09,176.5,21542.5,38.3,-63.7,18900.0,105.0,189.27,85.853,Eastern Mediterranean
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.46,0.695,1.53,24.02,114.8,19424.9,38.2,-4.3,14700.0,105.0,192.78,68.013,Cape Comorin
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.72,0.672,0.49,14.57,132.5,35769.0,12.2,-10.3,33600.0,105.0,185.23,149.367,Cape Finisterre Atlantic
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,15.5,0.783,0.65,17.07,108.1,54946.4,33.6,-6.5,33600.0,105.0,187.85,151.48,Laccadive Sea / Arabian Basin
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.47,0.837,0.38,2.9,106.3,36542.2,6.2,-0.1,36548.3,63.01,171.91,150.797,Malta Channel
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,20.52,0.714,0.49,7.87,52.3,97248.2,23.5,1.3,60900.0,105.0,185.98,271.828,Singapore Strait
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.65,0.795,3.28,42.47,141.9,23529.0,420.7,-101.6,23848.1,74.53,164.08,93.911,English Channel East
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,13.35,0.91,2.79,52.83,127.4,29866.1,232.1,-59.0,30039.2,51.79,187.26,135.003,South China Sea
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.58,0.907,0.8,13.14,162.3,47380.0,14.9,-5.7,47389.2,81.71,166.82,189.726,JNPT Mumbai Approaches
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.58,0.959,3.6,55.43,74.8,55206.9,957.9,34.3,23100.0,105.0,190.14,105.413,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,11.7,0.864,0.54,6.59,141.5,24692.0,11.5,-2.4,24701.1,77.19,167.71,99.424,Malacca Strait Central
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.21,0.849,1.59,35.09,43.7,35260.5,303.4,63.7,33600.0,105.0,182.22,146.944,Sri Lanka Dondra Head
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.6,0.828,0.4,6.51,9.6,30311.5,20.0,3.0,30334.4,94.8,167.93,122.258,Malacca Strait Central
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.08,0.837,2.23,35.05,162.7,19455.8,66.9,-32.4,18900.0,105.0,190.18,86.266,Eastern Mediterranean
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.42,0.698,4.23,64.59,141.2,15618.3,417.0,-139.0,15896.4,72.26,167.34,63.844,English Channel East
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.52,0.813,0.42,8.95,170.9,29475.4,5.8,-5.7,29475.5,92.11,170.33,120.496,Goa Coast
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.05,0.956,1.05,22.75,62.9,26849.4,71.0,10.1,23100.0,105.0,188.27,104.378,Strait of Gibraltar
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,14.03,0.876,0.41,5.37,40.1,32016.4,12.9,0.9,23100.0,105.0,187.86,104.148,Shanghai Wusong
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,13.0,0.933,3.32,37.33,63.1,26247.3,701.5,26.9,23100.0,105.0,187.77,104.1,South China Sea
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,11.05,0.659,0.79,15.56,60.5,13844.3,34.2,5.1,13883.6,63.11,176.58,58.837,Gulf of Oman
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.47,0.96,1.2,25.01,73.0,23521.0,81.6,7.8,23100.0,105.0,190.13,105.409,Strait of Gibraltar
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,13.04,0.661,1.79,33.45,144.2,30531.8,136.4,-64.9,30603.4,95.64,173.99,127.791,Sri Lanka Dondra Head
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.7,0.999,1.66,32.33,28.0,52564.9,397.4,66.0,33600.0,105.0,189.12,152.508,Bab-el-Mandeb Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,14.22,0.88,0.63,13.01,100.9,35492.2,17.8,-1.1,35508.9,61.22,173.37,147.751,Cape Finisterre Atlantic
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,12.9,0.835,1.34,31.53,179.9,14931.2,13.9,-17.7,14700.0,105.0,193.19,68.157,Cape Comorin
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.92,0.785,2.83,36.42,144.8,28083.8,146.9,-29.9,18900.0,105.0,189.69,86.043,South China Sea
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,12.4,0.726,0.32,11.6,110.6,27282.2,6.4,-3.4,27285.2,85.27,173.77,113.79,Strait of Hormuz
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.66,0.963,0.47,8.66,65.1,51230.6,26.0,2.3,33600.0,105.0,188.85,152.292,Singapore Strait
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,15.62,0.974,0.56,15.3,38.6,49453.0,25.6,6.4,49484.9,85.32,169.53,201.343,Cape Finisterre Atlantic
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,14.09,0.819,1.31,20.98,39.4,19251.5,53.4,6.0,14700.0,105.0,191.17,67.445,Bay of Biscay
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.85,1.0,0.52,15.25,75.6,15766.3,8.8,1.6,15776.6,87.65,174.32,66.005,Ras Tanura Terminal
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.79,0.859,0.6,20.83,80.0,45214.6,23.8,3.2,23100.0,105.0,187.46,103.927,Laccadive Sea / Arabian Basin
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,10.99,0.911,0.39,6.34,21.4,11998.2,6.4,1.0,12005.7,66.7,175.25,50.496,Southern Red Sea
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.8,0.765,1.39,21.95,130.4,10983.5,21.2,-5.5,10999.1,78.57,172.45,45.522,Bay of Biscay
IMO-9811005,5,Ever Given Vanguard,145000.0,175000.0,366.0,51.2,58000.0,21.8,0.946,3.62,62.47,34.7,132503.0,1502.1,111.6,60900.0,105.0,182.01,266.025,English Channel East
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.23,0.668,1.5,20.62,16.0,8939.6,60.2,7.3,9007.1,64.34,177.96,38.469,Strait of Gibraltar
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.51,0.762,1.48,33.33,45.3,31128.8,117.2,21.6,18900.0,105.0,187.77,85.172,Cape Comorin
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,14.43,0.838,2.04,45.29,103.1,26163.3,125.4,-12.8,18900.0,105.0,187.43,85.019,Eastern Mediterranean
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.96,0.979,1.99,32.96,45.1,38087.3,217.3,21.2,18900.0,105.0,187.23,84.929,Suez Canal Transit
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,16.4,0.817,0.45,10.9,48.5,66388.9,30.1,5.6,33600.0,105.0,188.12,151.702,Cape Finisterre Atlantic
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,14.33,0.751,0.5,11.03,139.6,42692.1,12.2,-6.6,33600.0,105.0,186.64,150.509,Northern Red Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,11.8,0.751,1.71,41.05,123.5,13640.5,55.8,-25.7,13670.5,75.95,167.57,54.979,Bab-el-Mandeb Strait
IMO-9811001,1,Oceanic Vanguard,298000.0,340000.0,330.0,60.0,32000.0,16.01,0.828,0.76,18.39,34.7,62129.6,87.5,19.9,33600.0,105.0,191.39,154.339,Laccadive Sea / Arabian Basin
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,16.6,0.761,2.11,31.86,157.9,30481.4,49.6,-16.7,14700.0,105.0,193.93,68.417,Central Arabian Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.36,0.932,1.12,25.66,77.6,21811.8,45.6,3.9,18900.0,105.0,183.15,83.076,Bay of Biscay
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,12.2,0.837,0.82,16.59,155.3,15795.9,9.1,-6.9,15798.1,87.77,172.21,65.294,Taiwan Strait
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,15.95,0.821,1.08,20.15,43.3,45729.8,102.9,12.6,23100.0,105.0,190.55,105.64,Gulf of Oman
IMO-9811002,2,Pacific Meridian,74000.0,89000.0,225.0,32.2,14000.0,11.96,0.879,0.5,13.04,59.6,12161.5,5.8,1.5,12168.9,86.92,171.33,50.037,Ras Tanura Terminal
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,12.32,0.866,1.41,18.91,90.5,21591.1,94.0,-0.1,21685.0,98.57,177.81,92.54,Bay of Biscay
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,16.26,0.87,3.81,57.89,30.6,49734.7,1372.8,123.2,23100.0,105.0,187.71,104.064,South China Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,15.13,0.743,0.44,13.94,55.1,28571.8,9.7,3.1,18900.0,105.0,188.53,85.517,Cape Finisterre Atlantic
IMO-9811004,4,Indus Star,178000.0,210000.0,290.0,45.0,22000.0,17.34,0.799,0.41,6.71,13.7,58053.5,17.4,1.9,23100.0,105.0,182.04,100.924,Southern Red Sea
IMO-9811003,3,Nordic Horizon,115000.0,135000.0,245.0,42.0,18000.0,13.76,0.651,0.41,3.92,4.4,20394.1,8.8,0.4,18900.0,105.0,190.29,86.314,Western Mediterranean
